LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °)
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,0.0,2026-01-01 00-00-00_000,1.060863358682828,0.3126782265334163,10.08717573294412,0.0,0.0,9.80665,-0.010294585957593656,-0.0102577647427995,-0.00711646797819411,20.0,-3.0,42.0,0.0,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,100.0,2026-01-01 00-00-00_000,1.3298708818909715,0.3104627345808877,9.925355461735458,0.0,0.0,9.80665,0.002963962096752257,-0.008737882765891929,-0.0008896778385647725,20.0,-3.0,42.0,0.0,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,200.0,2026-01-01 00-00-00_000,1.0051710515444066,0.29693372827931686,9.436160154341707,0.0,0.0,9.80665,-0.016820968252576764,-0.0075031757430313395,0.021940615721827605,20.0,-3.0,42.0,0.0,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,300.0,2026-01-01 00-00-00_000,1.8619066755811322,0.05186002211704386,9.922332539903799,0.0,0.0,9.80665,-0.009521037387295794,-0.005647579258115082,-0.0009195725388794788,20.0,-3.0,42.0,0.0,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,400.0,2026-01-01 00-00-00_000,1.5211827643287534,-0.24362312444773412,10.142960281876405,0.0,0.0,9.80665,-0.006901719803111795,-0.005982521379617268,0.02764096791276589,20.0,-3.0,42.0,0.0,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,500.0,2026-01-01 00-00-00_000,1.9533781747854349,-0.42495167702224473,9.529536586235755,0.0,0.0,9.80665,0.00029731705034592476,0.0014619014610961737,0.003931408478281696,20.0,-3.0,42.0,0.0,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,600.0,2026-01-01 00-00-00_000,2.120210197241003,-0.4365878342593696,9.586275458625135,0.0,0.0,9.80665,-0.014060729930653722,0.011813200682485465,-0.01700013675314388,20.0,-3.0,42.0,0.1098775503338158,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,700.0,2026-01-01 00-00-00_000,1.6133839779240327,-0.324368116320207,10.20609273767181,0.0,0.0,9.80665,0.010203123784204562,-0.012086266897164083,-0.007563438095107957,20.0,-3.0,42.0,0.2380317695937378,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,800.0,2026-01-01 00-00-00_000,2.3085531906625634,-0.058774953653904366,9.622973824963182,0.0,0.0,9.80665,-0.003578494419213957,-0.014460987577110854,-0.023612851328031453,20.0,-3.0,42.0,0.38444593291774043,-2.0,1.0
52.40680018405555,-1.5197,80.0,0.7376029328805757,4.0,0.0,9,900.0,2026-01-01 00-00-00_000,1.6842463017877647,0.18277249090368358,9.514542576300592,0.0,0.0,9.80665,-0.0031134039417156072,-0.01749875119610836,-0.021675219238610585,20.0,-3.0,42.0,0.5491009324161706,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1000.0,2026-01-01 00-00-00_000,1.8274987205689888,0.33323094012707555,10.0519566718094,0.0,0.0,9.80665,-0.004131798436670114,0.01197764800789861,-0.036491784982888374,20.0,-3.0,42.0,0.7319752796654372,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1100.0,2026-01-01 00-00-00_000,2.0566780575219417,0.45799590994567874,9.93456105571869,0.0,0.0,9.80665,-0.0072099953312399195,0.014196672055272141,-0.04134618257842821,20.0,-3.0,42.0,0.9330451085123739,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1200.0,2026-01-01 00-00-00_000,1.5068287349384706,0.35934721223667304,9.431590458632108,0.0,0.0,9.80665,-0.010252519466626909,-0.014417456322423484,-0.040359496641514205,20.0,-3.0,42.0,1.1522841781889093,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1300.0,2026-01-01 00-00-00_000,2.1798962929381784,0.1325948211733287,9.907677278208546,0.0,0.0,9.80665,0.010753226316564526,-0.015382745663176734,-0.035643485343924974,20.0,-3.0,42.0,1.3896638767366374,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1400.0,2026-01-01 00-00-00_000,1.5361253721379242,-0.07806517009499624,10.212364044086643,0.0,0.0,9.80665,0.001417798795890511,0.0022333442155888033,-0.046082536429761504,20.0,-3.0,42.0,1.645153224740844,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1500.0,2026-01-01 00-00-00_000,1.7142591726928258,-0.18301939487324986,9.558385075572595,0.0,0.0,9.80665,-0.0016796709188433854,0.011860129865721379,-0.05989522760632571,20.0,-3.0,42.0,1.9187188793734966,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1600.0,2026-01-01 00-00-00_000,1.9540534173932576,-0.1439208628618991,9.716475196118951,0.0,0.0,9.80665,0.009219284607220251,0.011081147655475703,-0.043023670890024054,20.0,-3.0,42.0,2.2103251387446763,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1700.0,2026-01-01 00-00-00_000,1.3388761696569635,-0.11848675025970812,10.221363998914235,0.0,0.0,9.80665,-0.0076323593914135535,0.0028697829581641066,-0.05142378279310502,20.0,-3.0,42.0,2.5199339465618786,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1800.0,2026-01-01 00-00-00_000,2.0677897282548052,0.13387397682876787,9.745485944496743,0.0,0.0,9.80665,0.005593024117966462,0.007755849379021032,-0.05549947777201755,20.0,-3.0,42.0,2.8475048970965795,-2.0,1.0
52.40680947219756,-1.519699915699596,80.0,6.697232574055946,4.0,0.7319752796654372,9,1900.0,2026-01-01 00-00-00_000,1.5238327204518674,0.41641500226438133,9.475094014450152,0.0,0.0,9.80665,-0.0004080054339206172,0.004208760499333766,-0.061363452295281146,20.0,-3.0,42.0,3.192995240457414,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2000.0,2026-01-01 00-00-00_000,1.6961935463518996,0.5031410402754781,10.107246046273525,0.0,0.0,9.80665,-0.009411214718810066,-0.004606388163410703,-0.07793285880968841,20.0,-3.0,42.0,3.556359888169283,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2100.0,2026-01-01 00-00-00_000,1.8224989531639957,0.5548334321260969,9.965127990845055,0.0,0.0,9.80665,0.006852058562155704,0.020024902829582598,-0.04951765661230657,20.0,-3.0,42.0,3.93755141905766,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2200.0,2026-01-01 00-00-00_000,1.3408057919224785,0.5606605586918367,9.394594090645061,0.0,0.0,9.80665,-0.015394812060668872,0.0009270361248396511,-0.06960430434201641,20.0,-3.0,42.0,4.336520085437324,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2300.0,2026-01-01 00-00-00_000,1.935802851132236,0.3568784988938038,9.804867200287083,0.0,0.0,9.80665,0.0057637085228093915,-0.010182289527769527,-0.06442837589798747,20.0,-3.0,42.0,4.753213819604718,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2400.0,2026-01-01 00-00-00_000,1.3668812455524828,0.1196822359156987,10.207273621863905,0.0,0.0,9.80665,-0.009386642080095254,-0.0037393857774937647,-0.06040636094937178,20.0,-3.0,42.0,5.187578240633091,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2500.0,2026-01-01 00-00-00_000,1.6213237762454678,-0.02720497576385812,9.533988579582765,0.0,0.0,9.80665,0.003360056844644671,-0.014480067274178204,-0.06564213098995332,20.0,-3.0,42.0,5.639556661469508,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2600.0,2026-01-01 00-00-00_000,1.7713979463587513,0.05587423697705267,9.656960963386078,0.0,0.0,9.80665,0.012934014992017105,0.0011092433745000284,-0.07631160248327212,20.0,-3.0,42.0,6.10909009633285,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2700.0,2026-01-01 00-00-00_000,1.1839493821336957,0.1273227401370983,10.186490997476403,0.0,0.0,9.80665,0.004911367995781299,0.011908277743959401,-0.08094946697250721,20.0,-3.0,42.0,6.596117268411788,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2800.0,2026-01-01 00-00-00_000,1.8701382127590591,0.28396991646199243,9.748235737102261,0.0,0.0,9.80665,-0.006630096347408039,-0.011710460990601745,-0.08155162880224903,20.0,-3.0,42.0,7.1005746178617635,-2.0,1.0
52.406834937668656,-1.5196982513385908,80.0,12.974573219107151,4.0,3.556359888169283,9,2900.0,2026-01-01 00-00-00_000,1.2735148567138692,0.6505530393063329,9.541531552135496,0.0,0.0,9.80665,-0.0009851610163949963,0.012217649203466388,-0.07964982345157795,20.0,-3.0,42.0,7.62239631009991,-2.0,1.0
52.40687482228831,-1.5196912910213691,80.0,18.51430689483323,4.0,8.161514244396848,9,3000.0,2026-01-01 00-00-00_000,1.4924725622391755,0.8150716806512487,10.08388914812658,0.0,0.0,9.80665,-0.004332633146849322,0.0218820635797707,-0.08535994793854519,20.0,-3.0,42.0,8.161514244396848,-2.0,1.0
52.40687482228831,-1.5196912910213691,80.0,18.51430689483323,4.0,8.161514244396848,9,3100.0,2026-01-01 00-00-00_000,1.7444976199871733,0.8462401232370995,10.004106907194277,0.0,0.0,9.80665,-0.012274710524720536,0.00473022927070518,-0.096788680265135,20.0,-3.0,42.0,8.717858062764224,-2.0,1.0
52.40687482228831,-1.5196912910213691,80.0,18.51430689483323,4.0,8.161514244396848,9,3200.0,2026-01-01 00-00-00_000,1.0437153712234535,0.7905888786499626,9.376360274400945,0.0,0.0,9.80665,-0.01162990064737016,-0.010636052683575708,-0.0924171118097506,20.0,-3.0,42.0,9.291355159136819,-2.0,1.0
52.40687482228831,-1.5196912910213691,80.0,18.51430689483323,4.0,8.161514244396848,9,3300.0,2026-01-01 00-00-00_000,1.6884914559559094,0.5860887043348337,9.859491809115925,0.0,0.0,9.80665,-0.00030434155805126695,-0.007588218955508351,-0.09599102006474095,20.0,-3.0,42.0,9.881930688848072,-2.0,1.0
